"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1430","1570","1690","1750","1860","2010","2380","2450","2480","2590","2780","2900","3070","3220","3420","3620","3830","3900","3760","3680","4000","3710","3700","4460","4420","4720","4430","4200","4090","3870","3920","4150",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1510","1560","1580","1580","1570","1660","1700","1740","1830","1920","1990","2080","2050","2170","2270","2390","2460","2530","2610","2610","2660","2660","2730","2730","2820","2940","3040","3170","3360","3480","3490","3770","4100",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23570","25140","27040","29420","33100","35340","36600","40050","38110","40400","43510","42820","44180","47480","51090","55490","62320","66980","65230","62780","74580","77300","78420","78530","81490","81040","84030","88700","88300","90900","86640","99420","107030",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270","1340","1500","1580","1700","1840","1860","1810","1810","1750","1530","1410","1340","1440","1570","1700","1740","1760","1820","1850","2050","2140","2230","2450","2430","2420","2480","2570","2660","2700","2670","2680","2670",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680","740","600","660","610","620","650","620","620","620","660","610","740","800","840","880","810","1080","1170","1190","1140","1230","1260","1710","1720","1560","1630","1570","1630","1700","1640","1760","1900",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2800","2880","3130","3350","3560","3770","3830","3980","4100","4180","4310","4430","4530","4650","4800","5090","5510","5760","6000","5830","6020","6340","6350","6650","7000","7350","7750","8140","8510","8940","8320","9600","10460",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53910","54920","57330","53740","61060","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","930","1080","1120","1050","1120","1180","1180","1250","1360",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5720","6000","5530","6020","6490","7200","7600","8420","8970","9910","10890","12290","12350","12530","13220","13470","14060","14100","14230","14980","15540","16810","18360","18960","20810","22720",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677.02076458364","1710.88428927211","1670.81110768961","1670.66830112197","1687.26709386643","1763.5333740021","1820.89811154305","1890.59472506627","1897.69415841803","1927.98468665641","1959.70206420928","2046.73994604415","2152.78751946888","2227.03497715494","2369.36070590706","2528.59503199263","2739.59416791458","2883.48300128448","2997.69564553171","3032.44660315263","3144.0653268854","3264.46135045205","3278.39822768603","3404.17963042612","3606.15474115589","3615.09463968217","3657.72507067455","3678.32491785146","3761.54256411487","3844.26567251485","3732.05525368572","3954.99759313546","4289.89916070434",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570","1380","1850","1210","1040","","","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677.95552398659","1711.86626080285","1671.89860225395","1671.84912764658","1688.42355091861","1764.64094885825","1822.13532220579","1892.0047822367","1899.10086853678","1929.39121902969","1961.15318758106","2048.17919710977","2154.10087820468","2228.30140181146","2370.68116559433","2530.05266136516","2741.19908313811","2885.09070881086","2999.19589677091","3033.89671391225","3145.5739029748","3266.10495463161","3280.0685309896","3405.82910341106","3607.9472402181","3616.83980344951","3659.56999726298","3680.23634902811","3763.5595130499","3846.40613065942","3733.99440088133","3957.06685917146","4292.31067424237",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9640.4937187238","10142.9388930114","10585.3549309188","11183.6879974142","12024.2030172048","12736.5028954639","14692.9861428216","16170.930704113","17266.7463316141","16919.6200203895","18038.9027616867","19566.8142345116","20760.2584111225","21221.8672504983","21149.8443890356","18759.0213050248","18294.9972487879","19541.2653867682","19915.720138098","20513.4591082737","19452.3431423124","20705.80168966","23187.4608168075",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","1790","1960","2020","2180","2490","2610","2680","2690","2860","2980","2880","3320","3850","3790","3870","3920","4080","4170","4330","4520","4770",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6470","6820","6950","6530","6870","6900","6920","7180","7300","7080","7200","7080","7800","8330","9120","9890","10640","11590","12240","12490","12820","13200","14720","15900","16540","16680","13900","15810","17050","17260","13600","14150","16080",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8750","9490","10110","10640","10670","11330","12400","13280","13500","14640","16220","18390","20640","23320","22960","24870","25350","26540","27810","28700","29320","28950","29600","30880","32650","32510","33490","36840",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13700","14350","15280","16030","17070","17960","18940","20060","20890","22440","23630","25400","26940","28830","27080","27460","28540","28590","29570","30590","30650","33080","35850","38390","41450","40600","43350","49200",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19920","20090","19940","19760","21170","22460","23300","24160","25340","27430","29640","29960","31010","32350","34050","34710","38710","42140","43610","41220","43370","45520","46470","47350","48180","49520","50740","52870","54590","58110","58190","62380","67040",
"Eswatini","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3560","3620","3700","3680","3670","4170","4460","4590","4500","4730","4690","5020","4950","5100","5500","6310","6520","7000","7060","7040","7140","7340","7510","8100","8200","8240","8030","7660","7950","8020","7890","8980","9920",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31430","32960","36500","32540","32590","38380","37920","38220","37080","35180","37830","31760","35230","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8660","9140","10040","10780","10610","10420","11600","13190","13230","13340","13930","14230","13240","13340","14310","16010","17670","18190","17370","17260","17940","20270","20860","20930","22870","22470","23850","24900","26530","28430","26410","28580","33480",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20910","22140","24190","25260","26120","26400","19520","21910","22860",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","770","820","670","750","750","740","770","810","790","760","840","880","860","1140","1320","1310","1380","1360","1580","1770","1760","1690","1500","1600","1760","1630","1560","1580","1600","1550","1550","1640",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1446.41884403632","1586.34408748069","1764.10124228388","1970.97988031034","2200.81164861687","2411.83436132249","2641.05761036616","2835.09211532346","2845.92462554616","3015.54365245564","3279.35798524701","3548.16836172364","3856.72620426765","4235.73236100218","4694.6786448734","5237.83973162171","5946.32999968309","6797.8121447297","7466.05203475289","7973.03045608155","8763.9013105391","9586.53797773247","10417.1103698544","10948.3874536294","11534.5768056798","11803.1160015378","12324.1693470968","13031.1579219061","14077.8019683015","15083.9173192498","15281.9189266402","16975.3698333696","18772.8544114261",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6806.75699107147","6636.97003012909","6180.27053147019","6040.03737021166","5602.50103379336","5685.85641534195","5810.48851701624","6058.25611598861","5657.45578935982","5853.56273526798","6480.74554558997","6879.27293390612","7368.14880355244","8010.38778449108","8936.69050813301","9914.15068819405","11658.8393428875","13024.8323845385","14839.3485742669","14436.5192907996","15465.3063875209","16992.2683438726","17999.7388073039","19215.5727845617","19662.1455724878","19556.9458310381","20019.8579366012","21311.2383588097","22794.8207776601","23764.2546366813","23828.7249931983","26252.1979703875","29494.9177329641",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090","1080","1040","900","1030","1100","1190","1340","1290","1290","1280","1280","1330","1410","1390","1330","1370","1350","1400","1450","1510","1680","1630","1700","1780","1910","1930","1970","2080","2170","2180","2360","2610",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4350","4800","5210","5700","6190","6730","7100","6900","6310","6670","7140","7420","7870","8470","9150","9740","10550","11370","11670","11600","12440","12960","13920","14130","14360","14670","15470","16250","17220","18070","17420","18180","20070",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2570","2410","1720","1460","990","970","780","840","890","920","990","1080","1210","1330","1500","1920","2210","2500","2740","2600","2840","3150","3480","3950","4060","3700","3570","3710","4040","4320","4500","5190","5680",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4440","3720","3390","3620","3260","3440","3970","4070","4350","4360","4580","4860","5280","6010","6990","7850","8180","8680","9850","10530","11220","11850","12440","13030","13130","14050","15400","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5964.11645703419","6309.64909508108","6539.91342497202","6744.70486564941","7063.26223982812","7221.86731071514","7512.52530113497","7917.05168801541","8054.69684548663","8016.82715294819","8370.92730730266","8481.51493135773","8491.2987895801","8708.73942030963","9301.88331192972","9904.11454201053","10862.748512652","11689.8620972479","12305.2268306681","12096.6697126565","12824.8088885439","13662.2652117678","13970.002628196","14490.6796770657","14801.0435769251","14640.1705899148","14853.6431538433","15467.1039266191","15847.1536188906","16067.3315532","15168.0912331296","16630.9813354866","18379.7796613364",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1950","2220","1810","2090","2570","3880","5420","8340","6240","7350","9060","8690","7340","6220","5060","4210","4460","4510","5240","5670","2900","4780",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4609.60066273949","4969.12133099377","5208.24569266121","5310.52414536623","5374.28310339976","5509.94053044727","5847.30827860624","6055.98491781858","6423.3251342973","6683.64677792646","7161.37773311952","7433.62434107496","7646.70968862115","7808.55625843588","8479.0023242462","8850.62438806106","9502.14793684829","10252.5650477918","10660.7805607047","10733.5037921148","11138.9603912843","11105.7482680487","11332.2559962895","11153.412975735","10802.5853467643","10149.2812496681","10243.1603494826","10669.1295097529","10902.0145935914","10992.9085526231","10726.1164916759","11523.3257067489","12642.9962418999",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2200","2390","2430","2560","2840","3030","3150","3230","3380","3500","3520","3680","3960","4050","4060","4110","4290","4390","4680","4520","4610","5000","5140","5250","5380","5540","5960","6510","6830","7150","7290","7160","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1261.00446030099","1299.40089511528","1375.75227511444","1437.96250133626","1523.50597604641","1629.00314613256","1736.88383389698","1796.14025223766","1877.50169074659","2011.6184234384","2095.09636511523","2197.83425623239","2272.59466272855","2440.71356822532","2651.7045602735","2892.12202223326","3159.28343955006","3435.73876687187","3558.94261699213","3772.57608628487","4031.49285310268","4269.50322411054","4586.55823355017","4768.23684594054","4946.77051145953","5160.65667295795","5437.19427641045","5780.33081969113","6223.53328594214","6517.07243467514","6211.39574599188","6928.09236908398","7817.72698957526",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677.95552398659","1711.86626080285","1671.89860225395","1671.84912764658","1688.42355091861","1764.64094885826","1822.1353222058","1892.0047822367","1899.10086853679","1929.39121902969","1961.15318758106","2048.17919710977","2154.10087820469","2228.30140181147","2370.68116559433","2530.05266136516","2741.19908313811","2885.09070881086","2999.19589677092","3033.89671391225","3145.5739029748","3266.10495463161","3280.0685309896","3405.82910341106","3607.9472402181","3616.83980344951","3659.56999726298","3680.23634902811","3763.5595130499","3846.40613065943","3733.99440088132","3957.06685917146","4292.31067424237",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6270","6590","7380","7560","7830","8350","8910","9960","10970","11950","12760","13760","15120","17420","19820","21150","24480","26380","27660","26210","27350","25840","27240","27960","28040","27410","25500","26270","25400","25710","23460","25330","27040",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3620","3780","4060","4110","4270","4430","4740","5040","5300","5640","5940","6250","6370","6750","7280","7620","8240","8890","9320","9640","9960","9840","10000","10000","10310","10200","10410","10620","11040","11280","10250","11170","12160",
"Turkiye","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8370","8570","9130","9940","9360","10120","10850","11650","8870","8530","9360","8930","9110","9420","10710","11740","13430","14660","15820","15220","17190","19430","20450","22050","23610","25110","25850","27240","27410","27280","27390","30060","36920",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4760","5930","4210","4590","4510","4540","5310","5220","5250","4750","4750","4080","5080","4470","5860","5890","5870","6350","6720","6580","6850","7310",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","890","920","920","930","930","960","1010","1040","1070","1100","1150","1190","1290","1350","1450","1560","1700","1790","1870","1940","2020","2150","2040","2130","2180","2270","2370","2410","2540","2640","2640","2800","3040",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660","690","700","760","800","890","960","1000","1030","1100","1110","1150","1240","1300","1380","1470","1640","1770","1910","1980","2060","2240","1990","1990","2070","2130","2100","2080","2180","2280","2330","2440","2650",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7790","7330","6580","5640","4530","4090","3780","3760","3730","3790","3990","4550","4920","5550","6440","6880","7630","8600","8940","7640","8240","8790","9600","10950","10620","10590","11260","12030","12760","13510","13390","13950","13360",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3137.74731041532","3293.64262850245","3407.47007983763","3602.6024554606","3773.38611334617","3962.44392905879","4208.04928922326","4469.59306568879","4427.61819999931","4590.51361796817","4974.31803869604","5239.11953073295","5536.50546468889","5928.30579581653","6528.90831373704","7182.03901432708","8157.44313645803","9124.3828533243","10011.1424423848","10284.6559801132","11161.0335979438","12121.7115022991","12942.3221054304","13583.3353595994","14094.9577922224","14141.2548368872","14559.2211950116","15350.7945338936","16351.6019909369","17181.4678991225","17133.64281971","19053.6105407525","21086.0566239664",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6430","6930","7640","8000","8700","8720","9340","10310","10830","10830","10810","10600","10000","9800","10520","11830","12760","13940","15080","15740","17050","18320","17920","19420","20330","21020","21570","22110","22600","23350","22030","23110","26290",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23640","24100","25090","25910","27250","28450","29870","31500","33120","34730","36800","37710","38430","39760","42070","44550","47140","48300","48400","47030","49050","50870","53130","54380","56670","58180","58870","61160","64060","66290","64770","71130","77530",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2360","2310","2200","2190","2210","2310","2410","2520","2620","2750","2880","3030","3330","3640","3970","4590","5100","5300","5560","5950","6130","6410","6580","6790","6860","6970","7500","7810","7840","8650","9640",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3750","3910","4310","4590","4570","5030","5230","5450","5740","5910","6180","6510","6970","7520","8010","8530","9580","10330","10630","10740","10440","10640","11000","11640","11730","12140","13420","13520","14350","14770","14350","14960","16810",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9380","10440","10870","10910","10610","11100","11060","11670","11620","11000","11480","11870","10640","9870","11730","13340","15010","16780","17590","16720","16380","16960","","","","","","","","","","","",
"British Virgin Islands","VGB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120","1220","1340","1450","1600","1800","1960","2110","2210","2330","2520","2710","2890","3120","3410","3740","4080","4420","4710","4890","5220","5630","6160","6490","6970","7210","7820","8500","9360","10150","10560","11130","12810",
"Vanuatu","VUT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1490","1490","1500","1590","1630","1710","1800","1970","1990","2040","2030","1850","1910","1980","2070","2310","2370","2610","2550","2570","2660","2580","2740","2850","2830","2930","3040","3210","3660","3350","3530","3780",
"World","WLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5493.04901505125","5701.29725282871","5867.32619915612","6034.52853400982","6265.21480466486","6515.18853639697","6807.34403413271","7106.29734888888","7246.51231810717","7495.33511129994","7954.94384035797","8239.2393780271","8506.89121853026","8869.99855740403","9473.87831751875","10076.7142188953","10942.8212269712","11681.197972282","12183.5149897067","12132.9533874547","12793.8960628631","13481.8038453304","14043.9968051823","14520.2943251303","14934.3319515085","15059.1302126904","15452.134064403","16125.3445252749","16902.2405238891","17557.470839847","17144.5111031248","18669.2752268173","20509.8072489861",
"Samoa","WSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1530","1520","","","","","","","","","","","3260","3480","3680","4020","4230","4370","4580","4630","5030","5240","5110","5160","5230","5530","5960","6060","6080","6360","6180","6000","5870",
"Kosovo","XKX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6850","6980","7350","7970","8300","8580","8830","9510","10130","10650","11200","12070","11580","13360","14870",
"Yemen, Rep.","YEM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","1850","1990","2050","2150","2190","2160","2240","2410","2380","2540","2650","2710","2760","2840","3010","3210","3320","3370","3510","3670","3130","3110","3280","","","","","","","","","",
"South Africa","ZAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6300","6350","6250","6370","6620","6840","7140","7350","7370","7560","7980","8250","8670","9000","9630","10360","11170","11820","12300","12150","12520","12970","12810","13230","13220","13270","13350","13560","13930","14080","13310","14410","15570",
"Zambia","ZMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410","1380","1370","1500","1390","1420","1510","1550","1520","1590","1660","1740","1790","1910","1960","2070","2190","2300","2530","2830","2930","3110","3300","3360","3390","3290","3220","3240","3450","3450","3270","3260","3680",
"Zimbabwe","ZWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570","1630","1440","1490","1610","1610","1850","1810","1730","1790","1740","1840","1750","1500","1370","1330","1250","1150","780","1350","1660","1850","2090","2270","2270","2310","2390","2070","2410","2260","2060","2280","2460",
